community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
West Englewood,67,30000,Theft,668,528,357,447,420,392,398,30,402,1210,403.3,-40.4,-39.8,1,-0,2226.7,1760,1190,1490,1400,1306.7,1326.7,1340,1344.3
West Englewood,67,30000,Theft Over $500,241,172,215,235,218,193,165,9,165,576,192,-31.5,-31.5,0,-14,803.3,573.3,716.7,783.3,726.7,643.3,550,550,640
West Englewood,67,30000,Vandalism,696,727,671,650,593,542,534,34,528,1669,556.3,-23.3,-24.1,-1.1,-5,2320,2423.3,2236.7,2166.7,1976.7,1806.7,1780,1760,1854.3
West Englewood,67,30000,Weapons Violation,334,462,407,355,346,298,203,14,195,847,282.3,-39.2,-41.6,-3.9,-31,1113.3,1540,1356.7,1183.3,1153.3,993.3,676.7,650,941
Englewood,68,24000,Aggravated Assault,201,212,261,221,247,231,206,12,200,684,228,2.5,-0.5,-2.9,-12,837.5,883.3,1087.5,920.8,1029.2,962.5,858.3,833.3,950
Englewood,68,24000,Aggravated Battery,269,358,323,254,279,273,245,11,244,797,265.7,-8.9,-9.3,-0.4,-8,1120.8,1491.7,1345.8,1058.3,1162.5,1137.5,1020.8,1016.7,1107.1
Englewood,68,24000,Arson,16,19,17,12,21,19,10,2,11,50,16.7,-37.5,-31.2,10,-34,66.7,79.2,70.8,50,87.5,79.2,41.7,45.8,69.6
Englewood,68,24000,Burglary,232,153,115,125,140,113,152,6,146,405,135,-34.5,-37.1,-3.9,8,966.7,637.5,479.2,520.8,583.3,470.8,633.3,608.3,562.5
Englewood,68,24000,Criminal Sexual Abuse,47,10,21,17,23,23,25,1,23,71,23.7,-46.8,-51.1,-8,-3,195.8,41.7,87.5,70.8,95.8,95.8,104.2,95.8,98.7
Englewood,68,24000,Criminal Sexual Assault,49,31,35,51,49,42,34,4,33,125,41.7,-30.6,-32.7,-2.9,-21,204.2,129.2,145.8,212.5,204.2,175,141.7,137.5,173.8
Englewood,68,24000,Disorderly Conduct,80,43,10,17,32,63,58,3,55,153,51,-27.5,-31.2,-5.2,8,333.3,179.2,41.7,70.8,133.3,262.5,241.7,229.2,212.5
Englewood,68,24000,Drug Abuse,382,202,113,45,114,143,174,11,160,431,143.7,-54.5,-58.1,-8,11,1591.7,841.7,470.8,187.5,475,595.8,725,666.7,598.8
Englewood,68,24000,Embezzlement,1,0,0,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,4.2,0,0,0,0,4.2,0,0,1.2
Englewood,68,24000,Forgery & Counterfeiting,7,11,17,17,15,19,15,1,10,49,16.3,114.3,42.9,-33.3,-39,29.2,45.8,70.8,70.8,62.5,79.2,62.5,41.7,67.9
Englewood,68,24000,Fraud,189,224,225,175,181,171,152,8,144,504,168,-19.6,-23.8,-5.3,-14,787.5,933.3,937.5,729.2,754.2,712.5,633.3,600,700
Englewood,68,24000,Gambling,1,1,0,0,0,0,1,0,1,1,0.3,0,0,0,233,4.2,4.2,0,0,0,0,4.2,4.2,1.2
Englewood,68,24000,Human Trafficking,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,4.2,0,0,1.2
Englewood,68,24000,Involuntary Manslaughter,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,4.2,0,0,0,0,0,0,0,0
Englewood,68,24000,Liquor License,5,2,1,3,3,3,3,0,3,9,3,-40,-40,0,0,20.8,8.3,4.2,12.5,12.5,12.5,12.5,12.5,12.5
Englewood,68,24000,Misc Non-Index Offense,658,478,485,411,419,472,587,40,579,1478,492.7,-10.8,-12,-1.4,18,2741.7,1991.7,2020.8,1712.5,1745.8,1966.7,2445.8,2412.5,2052.9
Englewood,68,24000,Motor Vehicle Theft,192,214,205,424,563,463,366,24,366,1392,464,90.6,90.6,0,-21,800,891.7,854.2,1766.7,2345.8,1929.2,1525,1525,1933.3
Englewood,68,24000,Murder,19,35,33,18,22,21,12,1,12,55,18.3,-36.8,-36.8,0,-34,79.2,145.8,137.5,75,91.7,87.5,50,50,76.2
Englewood,68,24000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Englewood,68,24000,Offenses Against Family,45,23,23,21,22,19,22,2,22,63,21,-51.1,-51.1,0,5,187.5,95.8,95.8,87.5,91.7,79.2,91.7,91.7,87.5
Englewood,68,24000,Prostitution,20,18,4,0,3,1,5,0,4,9,3,-75,-80,-20,33,83.3,75,16.7,0,12.5,4.2,20.8,16.7,12.5
Englewood,68,24000,Robbery,219,198,155,189,202,216,149,7,141,567,189,-32,-35.6,-5.4,-25,912.5,825,645.8,787.5,841.7,900,620.8,587.5,787.5
Englewood,68,24000,Simple Assault,421,353,344,382,334,372,378,22,367,1084,361.3,-10.2,-12.8,-2.9,2,1754.2,1470.8,1433.3,1591.7,1391.7,1550,1575,1529.2,1505.4
Englewood,68,24000,Simple Battery,1229,937,843,834,867,953,928,61,915,2748,916,-24.5,-25.5,-1.4,-0,5120.8,3904.2,3512.5,3475,3612.5,3970.8,3866.7,3812.5,3816.7
Englewood,68,24000,Stolen Property,3,1,1,1,2,2,3,0,2,7,2.3,0,-33.3,-33.3,-13,12.5,4.2,4.2,4.2,8.3,8.3,12.5,8.3,9.6
Englewood,68,24000,Theft,592,429,366,399,411,447,449,26,441,1307,435.7,-24.2,-25.5,-1.8,1,2466.7,1787.5,1525,1662.5,1712.5,1862.5,1870.8,1837.5,1815.4
Englewood,68,24000,Theft Over $500,209,169,169,225,236,222,199,11,202,657,219,-4.8,-3.3,1.5,-8,870.8,704.2,704.2,937.5,983.3,925,829.2,841.7,912.5
Englewood,68,24000,Vandalism,641,619,591,570,610,610,540,38,539,1760,586.7,-15.8,-15.9,-0.2,-8,2670.8,2579.2,2462.5,2375,2541.7,2541.7,2250,2245.8,2444.6
Englewood,68,24000,Weapons Violation,309,436,396,333,313,325,238,14,228,876,292,-23,-26.2,-4.2,-22,1287.5,1816.7,1650,1387.5,1304.2,1354.2,991.7,950,1216.7
Greater Grand Crossing,69,31000,Aggravated Assault,204,250,303,251,275,260,257,21,260,792,264,26,27.5,1.2,-2,658.1,806.5,977.4,809.7,887.1,838.7,829,838.7,851.6
Greater Grand Crossing,69,31000,Aggravated Battery,336,308,349,271,306,303,305,21,306,914,304.7,-9.2,-8.9,0.3,0,1083.9,993.5,1125.8,874.2,987.1,977.4,983.9,987.1,982.9
Greater Grand Crossing,69,31000,Arson,7,20,14,7,20,24,16,2,16,60,20,128.6,128.6,0,-20,22.6,64.5,45.2,22.6,64.5,77.4,51.6,51.6,64.5
Greater Grand Crossing,69,31000,Burglary,277,244,189,214,219,245,217,20,229,681,227,-21.7,-17.3,5.5,1,893.5,787.1,609.7,690.3,706.5,790.3,700,738.7,732.3
Greater Grand Crossing,69,31000,Criminal Sexual Abuse,30,18,20,21,30,18,20,2,19,68,22.7,-33.3,-36.7,-5,-16,96.8,58.1,64.5,67.7,96.8,58.1,64.5,61.3,73.2
Greater Grand Crossing,69,31000,Criminal Sexual Assault,61,45,37,51,37,40,50,4,51,127,42.3,-18,-16.4,2,21,196.8,145.2,119.4,164.5,119.4,129,161.3,164.5,136.5
Greater Grand Crossing,69,31000,Disorderly Conduct,104,41,27,27,42,49,46,5,46,137,45.7,-55.8,-55.8,0,1,335.5,132.3,87.1,87.1,135.5,158.1,148.4,148.4,147.4
Greater Grand Crossing,69,31000,Drug Abuse,329,151,71,48,79,86,134,11,133,299,99.7,-59.3,-59.6,-0.7,33,1061.3,487.1,229,154.8,254.8,277.4,432.3,429,321.6
Greater Grand Crossing,69,31000,Embezzlement,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,3.2,0,0,0,0,0,0,0,0
Greater Grand Crossing,69,31000,Forgery & Counterfeiting,33,10,6,18,20,17,18,1,15,55,18.3,-45.5,-54.5,-16.7,-18,106.5,32.3,19.4,58.1,64.5,54.8,58.1,48.4,59
Greater Grand Crossing,69,31000,Fraud,227,293,246,251,228,231,231,12,223,690,230,1.8,-1.8,-3.5,-3,732.3,945.2,793.5,809.7,735.5,745.2,745.2,719.4,741.9
Greater Grand Crossing,69,31000,Gambling,1,1,0,0,2,0,0,0,0,2,0.7,-100,-100,NA,-100,3.2,3.2,0,0,6.5,0,0,0,2.3
Greater Grand Crossing,69,31000,Human Trafficking,1,0,0,0,0,0,1,0,1,1,0.3,0,0,0,233,3.2,0,0,0,0,0,3.2,3.2,1
Greater Grand Crossing,69,31000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Greater Grand Crossing,69,31000,Liquor License,4,3,5,5,2,5,4,0,3,11,3.7,0,-25,-25,-19,12.9,9.7,16.1,16.1,6.5,16.1,12.9,9.7,11.9
Greater Grand Crossing,69,31000,Misc Non-Index Offense,711,507,501,477,551,683,634,44,624,1868,622.7,-10.8,-12.2,-1.6,0,2293.5,1635.5,1616.1,1538.7,1777.4,2203.2,2045.2,2012.9,2008.7
Greater Grand Crossing,69,31000,Motor Vehicle Theft,272,346,334,738,900,580,423,24,407,1903,634.3,55.5,49.6,-3.8,-36,877.4,1116.1,1077.4,2380.6,2903.2,1871,1364.5,1312.9,2046.1
Greater Grand Crossing,69,31000,Murder,27,28,39,22,32,36,22,0,19,90,30,-18.5,-29.6,-13.6,-37,87.1,90.3,125.8,71,103.2,116.1,71,61.3,96.8
Greater Grand Crossing,69,31000,Obscenity,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,3.2,0
Greater Grand Crossing,69,31000,Offenses Against Family,35,43,30,39,32,23,28,2,26,83,27.7,-20,-25.7,-7.1,-6,112.9,138.7,96.8,125.8,103.2,74.2,90.3,83.9,89.4
Greater Grand Crossing,69,31000,Prostitution,3,0,0,2,1,4,3,0,3,8,2.7,0,0,0,11,9.7,0,0,6.5,3.2,12.9,9.7,9.7,8.7
Greater Grand Crossing,69,31000,Robbery,230,231,241,252,252,252,199,19,204,703,234.3,-13.5,-11.3,2.5,-13,741.9,745.2,777.4,812.9,812.9,812.9,641.9,658.1,755.8
Greater Grand Crossing,69,31000,Simple Assault,483,387,407,394,444,438,511,36,516,1393,464.3,5.8,6.8,1,11,1558.1,1248.4,1312.9,1271,1432.3,1412.9,1648.4,1664.5,1497.7
Greater Grand Crossing,69,31000,Simple Battery,1380,1048,972,959,1089,1134,1079,93,1103,3302,1100.7,-21.8,-20.1,2.2,0,4451.6,3380.6,3135.5,3093.5,3512.9,3658.1,3480.6,3558.1,3550.6
Greater Grand Crossing,69,31000,Stolen Property,1,1,1,1,0,3,0,0,0,3,1,-100,-100,NA,-100,3.2,3.2,3.2,3.2,0,9.7,0,0,3.2
Greater Grand Crossing,69,31000,Theft,734,573,486,513,600,663,608,45,622,1871,623.7,-17.2,-15.3,2.3,-0,2367.7,1848.4,1567.7,1654.8,1935.5,2138.7,1961.3,2006.5,2011.9
Greater Grand Crossing,69,31000,Theft Over $500,226,193,204,327,351,299,266,17,270,916,305.3,17.7,19.5,1.5,-12,729,622.6,658.1,1054.8,1132.3,964.5,858.1,871,984.8
Greater Grand Crossing,69,31000,Vandalism,787,786,786,720,867,723,734,50,731,2324,774.7,-6.7,-7.1,-0.4,-6,2538.7,2535.5,2535.5,2322.6,2796.8,2332.3,2367.7,2358.1,2499
Greater Grand Crossing,69,31000,Weapons Violation,261,431,380,362,378,395,277,24,281,1050,350,6.1,7.7,1.4,-20,841.9,1390.3,1225.8,1167.7,1219.4,1274.2,893.5,906.5,1129
Lincoln Park,7,70000,Aggravated Assault,35,30,32,40,40,37,47,6,52,124,41.3,34.3,48.6,10.6,26,50,42.9,45.7,57.1,57.1,52.9,67.1,74.3,59
Lincoln Park,7,70000,Aggravated Battery,43,27,36,25,46,39,32,5,32,117,39,-25.6,-25.6,0,-18,61.4,38.6,51.4,35.7,65.7,55.7,45.7,45.7,55.7
Lincoln Park,7,70000,Arson,5,10,4,3,5,2,1,0,0,8,2.7,-80,-100,-100,-100,7.1,14.3,5.7,4.3,7.1,2.9,1.4,0,3.9
Lincoln Park,7,70000,Burglary,205,167,125,187,203,261,281,18,274,745,248.3,37.1,33.7,-2.5,10,292.9,238.6,178.6,267.1,290,372.9,401.4,391.4,354.7
Lincoln Park,7,70000,Criminal Sexual Abuse,32,16,21,25,27,15,24,1,23,66,22,-25,-28.1,-4.2,5,45.7,22.9,30,35.7,38.6,21.4,34.3,32.9,31.4
Lincoln Park,7,70000,Criminal Sexual Assault,21,8,26,25,20,18,22,3,22,60,20,4.8,4.8,0,10,30,11.4,37.1,35.7,28.6,25.7,31.4,31.4,28.6
Lincoln Park,7,70000,Disorderly Conduct,11,2,4,9,7,7,11,1,12,25,8.3,0,9.1,9.1,45,15.7,2.9,5.7,12.9,10,10,15.7,17.1,11.9
Lincoln Park,7,70000,Drug Abuse,15,7,5,3,11,8,15,0,14,34,11.3,0,-6.7,-6.7,24,21.4,10,7.1,4.3,15.7,11.4,21.4,20,16.1
Lincoln Park,7,70000,Embezzlement,1,1,2,0,2,2,0,0,0,4,1.3,-100,-100,NA,-100,1.4,1.4,2.9,0,2.9,2.9,0,0,1.9
Lincoln Park,7,70000,Forgery & Counterfeiting,23,20,14,52,26,11,13,0,12,50,16.7,-43.5,-47.8,-7.7,-28,32.9,28.6,20,74.3,37.1,15.7,18.6,17.1,23.9
Lincoln Park,7,70000,Fraud,463,432,444,324,349,338,341,27,335,1028,342.7,-26.3,-27.6,-1.8,-2,661.4,617.1,634.3,462.9,498.6,482.9,487.1,478.6,489.6
Lincoln Park,7,70000,Gambling,2,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,2.9,0,0,0,0,0,0,0,0
Lincoln Park,7,70000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lincoln Park,7,70000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lincoln Park,7,70000,Liquor License,11,7,7,5,5,3,6,1,7,14,4.7,-45.5,-36.4,16.7,49,15.7,10,10,7.1,7.1,4.3,8.6,10,6.7
Lincoln Park,7,70000,Misc Non-Index Offense,253,184,166,219,220,214,242,20,241,676,225.3,-4.3,-4.7,-0.4,7,361.4,262.9,237.1,312.9,314.3,305.7,345.7,344.3,321.9
Lincoln Park,7,70000,Motor Vehicle Theft,94,111,221,267,348,309,209,18,218,866,288.7,122.3,131.9,4.3,-24,134.3,158.6,315.7,381.4,497.1,441.4,298.6,311.4,412.4
Lincoln Park,7,70000,Murder,3,1,0,1,0,1,1,0,1,2,0.7,-66.7,-66.7,0,43,4.3,1.4,0,1.4,0,1.4,1.4,1.4,1
Lincoln Park,7,70000,Obscenity,0,0,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,1.4,0,1.4,0,0,0.4
Lincoln Park,7,70000,Offenses Against Family,5,2,3,3,3,7,2,0,2,12,4,-60,-60,0,-50,7.1,2.9,4.3,4.3,4.3,10,2.9,2.9,5.7
Lincoln Park,7,70000,Prostitution,1,0,0,3,0,0,0,0,0,0,0,-100,-100,NA,NA,1.4,0,0,4.3,0,0,0,0,0
Lincoln Park,7,70000,Robbery,116,113,102,122,133,102,65,1,59,300,100,-44,-49.1,-9.2,-41,165.7,161.4,145.7,174.3,190,145.7,92.9,84.3,142.9
Lincoln Park,7,70000,Simple Assault,131,101,121,108,154,147,174,13,178,475,158.3,32.8,35.9,2.3,12,187.1,144.3,172.9,154.3,220,210,248.6,254.3,226.1
Lincoln Park,7,70000,Simple Battery,386,215,250,265,294,318,295,26,289,907,302.3,-23.6,-25.1,-2,-4,551.4,307.1,357.1,378.6,420,454.3,421.4,412.9,431.9
Lincoln Park,7,70000,Stolen Property,0,2,0,1,0,0,3,0,3,3,1,NA,NA,0,200,0,2.9,0,1.4,0,0,4.3,4.3,1.4
Lincoln Park,7,70000,Theft,1372,815,775,1006,1068,1515,1287,74,1254,3870,1290,-6.2,-8.6,-2.6,-3,1960,1164.3,1107.1,1437.1,1525.7,2164.3,1838.6,1791.4,1842.9
Lincoln Park,7,70000,Theft Over $500,661,350,385,536,588,529,413,13,387,1530,510,-37.5,-41.5,-6.3,-24,944.3,500,550,765.7,840,755.7,590,552.9,728.6
Lincoln Park,7,70000,Vandalism,421,237,243,286,366,405,371,24,381,1142,380.7,-11.9,-9.5,2.7,0,601.4,338.6,347.1,408.6,522.9,578.6,530,544.3,543.9
Lincoln Park,7,70000,Weapons Violation,11,11,24,37,22,25,25,1,24,72,24,127.3,118.2,-4,0,15.7,15.7,34.3,52.9,31.4,35.7,35.7,34.3,34.3
Ashburn,70,41000,Aggravated Assault,55,72,68,67,69,83,73,1,71,225,75,32.7,29.1,-2.7,-5,134.1,175.6,165.9,163.4,168.3,202.4,178,173.2,182.9
Ashburn,70,41000,Aggravated Battery,47,54,48,47,58,55,51,4,50,164,54.7,8.5,6.4,-2,-9,114.6,131.7,117.1,114.6,141.5,134.1,124.4,122,133.4
Ashburn,70,41000,Arson,0,7,6,1,6,6,4,0,4,16,5.3,NA,NA,0,-25,0,17.1,14.6,2.4,14.6,14.6,9.8,9.8,12.9
Ashburn,70,41000,Burglary,146,88,93,78,73,93,72,2,65,238,79.3,-50.7,-55.5,-9.7,-18,356.1,214.6,226.8,190.2,178,226.8,175.6,158.5,193.4
Ashburn,70,41000,Criminal Sexual Abuse,20,10,5,6,14,17,15,1,13,46,15.3,-25,-35,-13.3,-15,48.8,24.4,12.2,14.6,34.1,41.5,36.6,31.7,37.3
Ashburn,70,41000,Criminal Sexual Assault,13,21,10,14,20,12,16,1,17,48,16,23.1,30.8,6.2,6,31.7,51.2,24.4,34.1,48.8,29.3,39,41.5,39
Ashburn,70,41000,Disorderly Conduct,13,2,5,3,5,2,12,1,11,19,6.3,-7.7,-15.4,-8.3,75,31.7,4.9,12.2,7.3,12.2,4.9,29.3,26.8,15.4
Ashburn,70,41000,Drug Abuse,29,18,4,5,7,8,7,1,6,22,7.3,-75.9,-79.3,-14.3,-18,70.7,43.9,9.8,12.2,17.1,19.5,17.1,14.6,17.8
Ashburn,70,41000,Embezzlement,0,1,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,2.4,0,0,2.4,0,0,0,0.7
Ashburn,70,41000,Forgery & Counterfeiting,24,8,11,21,16,8,11,0,9,35,11.7,-54.2,-62.5,-18.2,-23,58.5,19.5,26.8,51.2,39,19.5,26.8,22,28.5
Ashburn,70,41000,Fraud,218,244,250,190,205,169,171,7,159,545,181.7,-21.6,-27.1,-7,-12,531.7,595.1,609.8,463.4,500,412.2,417.1,387.8,443.2
Ashburn,70,41000,Gambling,2,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,4.9,0,0,0,0,0,0,0,0
Ashburn,70,41000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Ashburn,70,41000,Involuntary Manslaughter,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,2.4,0,0,0,0,0,0,0,0
Ashburn,70,41000,Liquor License,0,0,4,1,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,9.8,2.4,0,0,2.4,2.4,0.7
Ashburn,70,41000,Misc Non-Index Offense,269,204,228,184,212,250,220,18,220,682,227.3,-18.2,-18.2,0,-3,656.1,497.6,556.1,448.8,517.1,609.8,536.6,536.6,554.4
Ashburn,70,41000,Motor Vehicle Theft,118,90,101,181,396,389,225,17,229,1010,336.7,90.7,94.1,1.8,-32,287.8,219.5,246.3,441.5,965.9,948.8,548.8,558.5,821.2
Ashburn,70,41000,Murder,5,2,5,4,9,6,2,0,2,17,5.7,-60,-60,0,-65,12.2,4.9,12.2,9.8,22,14.6,4.9,4.9,13.9
Ashburn,70,41000,Obscenity,0,0,0,0,0,1,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,0,2.4,2.4,2.4,1.7
Ashburn,70,41000,Offenses Against Family,17,15,13,14,17,8,13,0,11,38,12.7,-23.5,-35.3,-15.4,-13,41.5,36.6,31.7,34.1,41.5,19.5,31.7,26.8,31
Ashburn,70,41000,Prostitution,0,2,0,0,0,1,3,0,2,4,1.3,NA,NA,-33.3,54,0,4.9,0,0,0,2.4,7.3,4.9,3.2
Ashburn,70,41000,Robbery,69,55,47,56,82,48,34,3,33,164,54.7,-50.7,-52.2,-2.9,-40,168.3,134.1,114.6,136.6,200,117.1,82.9,80.5,133.4
Ashburn,70,41000,Simple Assault,176,107,108,144,150,165,149,10,146,464,154.7,-15.3,-17,-2,-6,429.3,261,263.4,351.2,365.9,402.4,363.4,356.1,377.3
Ashburn,70,41000,Simple Battery,362,290,265,304,309,325,332,19,330,966,322,-8.3,-8.8,-0.6,2,882.9,707.3,646.3,741.5,753.7,792.7,809.8,804.9,785.4
Ashburn,70,41000,Stolen Property,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,2.4,0,0,0.7
Ashburn,70,41000,Theft,334,185,181,199,241,295,211,11,210,747,249,-36.8,-37.1,-0.5,-16,814.6,451.2,441.5,485.4,587.8,719.5,514.6,512.2,607.3
Ashburn,70,41000,Theft Over $500,105,126,99,174,188,137,97,5,97,422,140.7,-7.6,-7.6,0,-31,256.1,307.3,241.5,424.4,458.5,334.1,236.6,236.6,343.2
Ashburn,70,41000,Vandalism,282,225,205,256,261,287,231,20,231,779,259.7,-18.1,-18.1,0,-11,687.8,548.8,500,624.4,636.6,700,563.4,563.4,633.4
Ashburn,70,41000,Weapons Violation,47,74,58,52,96,56,42,5,42,194,64.7,-10.6,-10.6,0,-35,114.6,180.5,141.5,126.8,234.1,136.6,102.4,102.4,157.8
Auburn Gresham,71,45000,Aggravated Assault,220,191,298,264,258,267,245,17,249,770,256.7,11.4,13.2,1.6,-3,488.9,424.4,662.2,586.7,573.3,593.3,544.4,553.3,570.4
Auburn Gresham,71,45000,Aggravated Battery,265,269,269,247,251,253,221,15,218,725,241.7,-16.6,-17.7,-1.4,-10,588.9,597.8,597.8,548.9,557.8,562.2,491.1,484.4,537.1
Auburn Gresham,71,45000,Arson,16,11,17,15,15,12,13,2,14,40,13.3,-18.8,-12.5,7.7,5,35.6,24.4,37.8,33.3,33.3,26.7,28.9,31.1,29.6
Auburn Gresham,71,45000,Burglary,306,254,223,254,225,212,239,13,234,676,225.3,-21.9,-23.5,-2.1,4,680,564.4,495.6,564.4,500,471.1,531.1,520,500.7
Auburn Gresham,71,45000,Criminal Sexual Abuse,24,22,28,28,32,31,20,3,23,83,27.7,-16.7,-4.2,15,-17,53.3,48.9,62.2,62.2,71.1,68.9,44.4,51.1,61.6
Auburn Gresham,71,45000,Criminal Sexual Assault,57,47,37,47,36,33,46,2,47,115,38.3,-19.3,-17.5,2.2,23,126.7,104.4,82.2,104.4,80,73.3,102.2,104.4,85.1
Auburn Gresham,71,45000,Disorderly Conduct,132,46,28,33,49,38,44,2,43,131,43.7,-66.7,-67.4,-2.3,-2,293.3,102.2,62.2,73.3,108.9,84.4,97.8,95.6,97.1
Auburn Gresham,71,45000,Drug Abuse,396,145,89,31,86,84,104,4,93,274,91.3,-73.7,-76.5,-10.6,2,880,322.2,197.8,68.9,191.1,186.7,231.1,206.7,202.9
Auburn Gresham,71,45000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Auburn Gresham,71,45000,Forgery & Counterfeiting,40,25,14,18,25,13,15,0,12,53,17.7,-62.5,-70,-20,-32,88.9,55.6,31.1,40,55.6,28.9,33.3,26.7,39.3
Auburn Gresham,71,45000,Fraud,376,383,406,324,276,256,269,17,254,801,267,-28.5,-32.4,-5.6,-5,835.6,851.1,902.2,720,613.3,568.9,597.8,564.4,593.3
Auburn Gresham,71,45000,Gambling,5,0,0,0,0,2,2,0,2,4,1.3,-60,-60,0,54,11.1,0,0,0,0,4.4,4.4,4.4,2.9
Auburn Gresham,71,45000,Human Trafficking,0,1,1,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,2.2,2.2,0,0,2.2,0,0,0.7
Auburn Gresham,71,45000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Auburn Gresham,71,45000,Liquor License,6,2,6,9,3,2,3,0,2,8,2.7,-50,-66.7,-33.3,-26,13.3,4.4,13.3,20,6.7,4.4,6.7,4.4,6
Auburn Gresham,71,45000,Misc Non-Index Offense,853,600,523,598,672,784,684,39,647,2140,713.3,-19.8,-24.2,-5.4,-9,1895.6,1333.3,1162.2,1328.9,1493.3,1742.2,1520,1437.8,1585.1
Auburn Gresham,71,45000,Motor Vehicle Theft,255,283,331,564,942,585,572,37,574,2099,699.7,124.3,125.1,0.3,-18,566.7,628.9,735.6,1253.3,2093.3,1300,1271.1,1275.6,1554.9
Auburn Gresham,71,45000,Murder,21,34,39,35,23,29,20,1,18,72,24,-4.8,-14.3,-10,-25,46.7,75.6,86.7,77.8,51.1,64.4,44.4,40,53.3
Auburn Gresham,71,45000,Obscenity,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,2.2,2.2,0.7
Auburn Gresham,71,45000,Offenses Against Family,59,26,32,33,43,24,24,2,21,91,30.3,-59.3,-64.4,-12.5,-31,131.1,57.8,71.1,73.3,95.6,53.3,53.3,46.7,67.3
Auburn Gresham,71,45000,Prostitution,5,6,5,1,1,3,1,0,1,5,1.7,-80,-80,0,-41,11.1,13.3,11.1,2.2,2.2,6.7,2.2,2.2,3.8
Auburn Gresham,71,45000,Robbery,261,169,176,227,255,230,164,9,151,649,216.3,-37.2,-42.1,-7.9,-30,580,375.6,391.1,504.4,566.7,511.1,364.4,335.6,480.7
Auburn Gresham,71,45000,Simple Assault,541,422,411,421,461,525,460,25,443,1446,482,-15,-18.1,-3.7,-8,1202.2,937.8,913.3,935.6,1024.4,1166.7,1022.2,984.4,1071.1
Auburn Gresham,71,45000,Simple Battery,1468,1175,1051,1025,1101,1108,1032,62,1017,3241,1080.3,-29.7,-30.7,-1.5,-6,3262.2,2611.1,2335.6,2277.8,2446.7,2462.2,2293.3,2260,2400.7
Auburn Gresham,71,45000,Stolen Property,2,2,2,2,3,0,1,0,1,4,1.3,-50,-50,0,-23,4.4,4.4,4.4,4.4,6.7,0,2.2,2.2,2.9
Auburn Gresham,71,45000,Theft,889,666,527,587,616,589,620,65,625,1825,608.3,-30.3,-29.7,0.8,3,1975.6,1480,1171.1,1304.4,1368.9,1308.9,1377.8,1388.9,1351.8
Auburn Gresham,71,45000,Theft Over $500,256,255,276,369,359,312,269,21,264,940,313.3,5.1,3.1,-1.9,-16,568.9,566.7,613.3,820,797.8,693.3,597.8,586.7,696.2
Auburn Gresham,71,45000,Vandalism,850,850,875,869,844,979,877,56,872,2700,900,3.2,2.6,-0.6,-3,1888.9,1888.9,1944.4,1931.1,1875.6,2175.6,1948.9,1937.8,2000
Auburn Gresham,71,45000,Weapons Violation,330,379,394,315,308,266,138,14,134,712,237.3,-58.2,-59.4,-2.9,-44,733.3,842.2,875.6,700,684.4,591.1,306.7,297.8,527.3
Beverly,72,20000,Aggravated Assault,15,14,16,12,13,14,15,1,14,42,14,0,-6.7,-6.7,0,75,70,80,60,65,70,75,70,70
Beverly,72,20000,Aggravated Battery,9,12,11,13,10,12,16,1,15,38,12.7,77.8,66.7,-6.2,18,45,60,55,65,50,60,80,75,63.5
